Company,Address Line 1,City,State,ZipCode,Employee Size (5) - Location,Sales Volume (9) - Location,Latitude,Longitude,Sector Code
MUENSTER FARM MUTUAL FIRE INS,212 N WALNUT ST,MUENSTER,TX,76252,2,372,33.660884,-97.379894,22
COLLECTIVE CHIROPRACTIC RHB,509 E BYRON NELSON BLVD # A,ROANOKE,TX,76262,3,285,33.0029,-97.22129,30
RAYBURN COUNTRY ELECTRIC CO-OP,76 ARKANSAS RD,SADLER,TX,76264,7,7133,33.746337,-96.842846,40
BRAZOS ELECTRIC POWER CO-OP,,SANGER,TX,76266,7,7133,33.364038,-97.192109,40
GERMANIA FARM MUTUAL INSURANCE,,SANGER,TX,76266,3,558,33.364038,-97.192109,22
NASCOGA FEDERAL CREDIT UNION,418 N UNION ST,WHITESBORO,TX,76273,5,1365,33.66073,-96.90626,20
CITY-WICHITA FLS-CU WICHITA,2100 SEYMOUR HWY,WICHITA FALLS,TX,76301,6,1638,33.909675,-98.512664,20
NORTHWESTERN MUTUAL FINANCIAL,710 LAMAR ST # 101,WICHITA FALLS,TX,76301,4,744,33.912082,-98.494015,23
NORTHWESTERN MUTUAL FINANCIAL,710 LAMAR ST # 101,WICHITA FALLS,TX,76301,2,372,33.912082,-98.494015,23
POSTEL FAMILY CREDIT UNION,1300 BROAD ST,WICHITA FALLS,TX,76301,30,8190,33.902898,-98.495362,20
NORTHWESTERN MUTUAL FINANCIAL,710 LAMAR ST # 101,WICHITA FALLS,TX,76301,2,372,33.912082,-98.494015,23
IBEW LOCAL 681 CREDIT UNION,6111 OLD JACKSBORO HWY,WICHITA FALLS,TX,76302,2,546,33.846952,-98.4926,20
TEXOMA COMMUNITY CREDIT UNION,3800 SHEPPARD ACCESS RD,WICHITA FALLS,TX,76306,5,1365,33.960995,-98.513718,20
GERMANIA FARM MUTUAL INSURANCE,4001 FEATHERSTON AVE,WICHITA FALLS,TX,76308,2,372,33.868681,-98.54344,22
MIDWESTERN STATE UNIVERSITY CU,3410 TAFT BLVD,WICHITA FALLS,TX,76308,3,819,33.877596,-98.518548,20
POSTEL FAMILY CREDIT UNION,3410 MCNIEL AVE,WICHITA FALLS,TX,76308,30,8190,33.87648,-98.54818,20
TEXOMA COMMUNITY CREDIT UNION,4019 SOUTHWEST PKWY,WICHITA FALLS,TX,76308,40,10920,33.85737,-98.54586,20
WICHITA FALLS POSTAL CREDIT U,3410 MCNIEL AVE,WICHITA FALLS,TX,76308,30,8190,33.87648,-98.54818,20
WICHITA FALLS TEACHERS FED CU,4301 BARNETT RD,WICHITA FALLS,TX,76310,6,1638,33.87025,-98.57335,20
WICHITA FALLS TEACHERS CU,4301 BARNETT RD,WICHITA FALLS,TX,76310,30,8190,33.87025,-98.57335,20
CAPITAL FARM CREDIT,5363 KELL BLVD,WICHITA FALLS,TX,76310,8,6120,33.87078,-98.57637,21
BRAZOS TELEPHONE CO-OP,214 W MAIN ST,ARCHER CITY,TX,76351,5,929,33.581104,-98.628726,41
JAC ELECTRIC CO-OP,1784 FM 172,BLUEGROVE,TX,76352,16,5000,33.67422,-98.23015,40
UNION SQUARE FED CREDIT UNION,909 W KRAMER RD,BURKBURNETT,TX,76354,10,2730,34.08051,-98.57989,20
SOUTHWEST RURAL ELECTRIC ASSN,201 S ELECTRA ST,ELECTRA,TX,76360,33,33627,34.025617,-98.910581,40
TEXOMA COMMUNITY CREDIT UNION,12337 STATE HIGHWAY 148 N,HENRIETTA,TX,76365,12,3276,33.635025,-98.200113,20
SECURED ADVANTAGE CREDIT UNION,1301 W MAGNOLIA AVE,IOWA PARK,TX,76367,4,1092,33.95638,-98.68877,20
WEST WICHITA COUNTY CO-OP,5696 FM 1206,KAMAY,TX,76369,13,,33.854946,-98.808379,32
CAPITAL FARM CREDIT,151 S MUNDAY AVE,MUNDAY,TX,76371,4,3060,33.450028,-99.634611,21
RHINELAND COOPERATIVE GIN,5030 COUNTY ROAD 6009,MUNDAY,TX,76371,35,3430,33.530956,-99.64942,10
FARMERS GRAIN CO-OP,140 E DALLAS ST,MUNDAY,TX,76371,3,521,33.450028,-99.634611,10
FORT BELKNAP ELECTRIC CO-OP,1302 W MAIN ST,OLNEY,TX,76374,25,25475,33.371153,-98.771586,40
FORT BELKNAP ELEC CO-OP,115 HWY 114 W,OLNEY,TX,76374,15,15285,33.357652,-98.753761,40
SANTA ROSA TELEPHONE CO-OP,310 W CALIFORNIA ST,SEYMOUR,TX,76380,8,2968,33.594379,-99.264361,41
BK-TRI COUNTY ELECTRIC CO-OP,419 N MAIN ST,SEYMOUR,TX,76380,16,5000,33.591654,-99.260401,40
SANTA ROSA TELEPHONE CO-OP,7110 US HIGHWAY 287 E,VERNON,TX,76384,65,24115,34.14835,-99.22993,41
FARMERS COOPERATIVE GIN,1901 ACKERLY ST,VERNON,TX,76384,20,1960,34.153409,-99.301975,10
FARMERS COOPERATIVE GIN,1000 US HIGHWAY 287 E,VERNON,TX,76384,15,2605,34.155655,-99.273913,10
SOUTHWEST RURAL ELECTRIC ASSN,913 HIGHWAY 70 S,VERNON,TX,76384,7,7133,34.153409,-99.301975,40
CAPITAL FARM CREDIT,1725 DEAF SMITH ST,VERNON,TX,76384,2,1430,34.153407,-99.286586,21
WINDTHORST FEDERAL CREDI UNION,14205 W FM 174,WINDTHORST,TX,76389,9,15339,33.576008,-98.43686,20
AGTEXAS FARM CREDIT SVC,150 N HARBIN DR # 317,STEPHENVILLE,TX,76401,3,557,32.21133,-98.22341,21
UNITED ELECTRIC CO-OP SVC,1200 GLEN ROSE,STEPHENVILLE,TX,76401,3,557,32.233012,-98.210928,40
MEMBERS TRUST FEDERAL CU,2311 NORTHWEST LOOP,STEPHENVILLE,TX,76401,7,1911,32.221554,-98.235878,20
AG TEXAS FARM CREDIT SVC,3145 W WASHINGTON ST,STEPHENVILLE,TX,76401,14,10710,32.206176,-98.233025,21
UNITED COOPERATIVE SVC,1200 GLEN ROSE HWY,STEPHENVILLE,TX,76401,100,17400,32.233012,-98.210928,40
COMANCHE ELECTRIC CO-OP,14216 C R 152,BRECKENRIDGE,TX,76424,15,15285,32.762186,-98.912631,40
FARMERS MUTUAL INSURANCE,2854 E FM 1188,BLUFF DALE,TX,76433,2,372,32.383957,-98.126211,22
FARMERS MUTUAL INSURANCE-ERATH,4101 E FM 1188,BLUFF DALE,TX,76433,2,372,32.383957,-98.126211,22
GERMANIA FARM MUTUAL INSURANCE,613 CONRAD HILTON BLVD,CISCO,TX,76437,2,372,32.389626,-98.980165,22
COMANCHE ELECTRIC CO-OP,201 W WRIGHTS AVE,COMANCHE,TX,76442,51,11800,31.90673,-98.6057,40
CENTRAL TEXAS FARM CREDIT ACA,701 W CENTRAL AVE,COMANCHE,TX,76442,2,1530,31.89769,-98.61146,21
COMANCHE SPECIAL SVC CO-OP,425 S TEXAS ST,DE LEON,TX,76444,17,,32.10554,-98.53755,32
BRAZOS ELECTRIC CO-OP,151 COUNTY ROAD 444,DUBLIN,TX,76446,7,7133,32.083728,-98.345954,40
COMANCHE COUNTY ELEC CO-OP,1311 W MAIN ST,EASTLAND,TX,76448,62,11525,32.401884,-98.832242,40
UNITED COOPERATIVE SVC,1722 PARK ROAD 36,GRAFORD,TX,76449,7,7133,32.88973,-98.45188,40
EAST END EDUCATION CO-OP,539 W ROOSEVELT ST,GORMAN,TX,76454,26,,32.214034,-98.674515,32
EAST END EDUCATION CO-OP,101 S KENT ST,GORMAN,TX,76454,22,,32.214034,-98.674515,32
GERMANIA FARM MUTUAL INSURANCE,117 E ARCHER ST,JACKSBORO,TX,76458,3,558,33.2196,-98.15802,22
CAPITAL FARM CREDIT,708 HWY 59 N # A,JACKSBORO,TX,76458,5,1325,33.228248,-98.163334,21
B TAZOS TELEPHONE CO-OP,1000 STEADHAM RD,LOVING,TX,76460,3,1113,33.250129,-98.510161,41
FARMERS MUTUAL INSURANCE,PO BOX 221,MORGAN MILL,TX,76465,2,372,32.388176,-98.166978,22
FARMERS MUTUAL INSURANCE,PO BOX 221,MORGAN MILL,TX,76465,10,1860,32.388176,-98.166978,22
BRAZOS ELECTRIC POWER CO-OP,300 ELECTRIC RD,TOLAR,TX,76476,52,52988,32.372538,-97.905569,40
BRAZOS TELEPHONE CO-OP,100 PRAIRIE ST,SOUTH BEND,TX,76481,3,1113,32.968173,-98.754378,41
BRAZOS ELECTRIC POWER CO-OP,2217 FM 3137,PALO PINTO,TX,76484,50,50950,32.662816,-98.308382,40
BRAZOS TELEPHONE CO-OP,308 N BESSIE ST,WOODSON,TX,76491,3,1113,33.020488,-99.060886,41
NORTHWESTERN MUTUAL FINANCIAL,904 N 7TH ST,TEMPLE,TX,76501,3,558,31.106609,-97.342018,23
TEXELL CREDIT UNION,17 S 1ST ST,TEMPLE,TX,76501,31,8463,31.09621,-97.34211,20
BRAZOS ELECTRIC CO-OP,5601 CHARTER OAK DR,TEMPLE,TX,76502,8,8152,31.06723,-97.440381,40
TEXELL CREDIT UNION,3314 S 31ST ST,TEMPLE,TX,76502,31,8463,31.06768,-97.37108,20
TEXAS PARTNERS FED CU,6935 W ADAMS AVE,TEMPLE,TX,76502,5,1365,31.1167,-97.41579,20
CAPITAL FARM CREDIT,2115 BIRDCREEK TER,TEMPLE,TX,76502,4,3060,31.086382,-97.388239,21
RVOS FARM MUTUAL INSURANCE CO,PO BOX 6106,TEMPLE,TX,76503,100,18600,31.100763,-97.339633,22
TEMPLE SANTA FE CREDIT UNION,1750 W AVENUE A,TEMPLE,TX,76504,12,13360,31.10084,-97.35937,20
TEXELL FEDERAL CREDIT UNION,1901 S 1ST ST,TEMPLE,TX,76504,6,1638,31.077081,-97.347073,20
FARMERS MUTUAL PROTECTIVE ASSN,2301 S 37TH ST,TEMPLE,TX,76504,3,558,31.07847,-97.36915,22
SCOTT WHITE EMPLOYEES CU,2401 S 31ST ST,TEMPLE,TX,76508,16,4368,31.078447,-97.366017,20
BARTLETT ELECTRIC CO-OP,27492 HIGHWAY 95,BARTLETT,TX,76511,30,4700,30.795617,-97.426873,40
TEXAS PARTNERS FEDERAL CU,2445 N MAIN ST,BELTON,TX,76513,5,1365,31.079516,-97.457366,20
HOODVIEW FEDERAL CREDIT UNION,2445 N MAIN ST,BELTON,TX,76513,6,1638,31.079516,-97.457366,20
BELTON FEDERAL CREDIT UNION,400 N WALL ST,BELTON,TX,76513,1,273,31.058373,-97.459839,20
TEXELL CREDIT UNION,416 LAKE RD,BELTON,TX,76513,6,1638,31.08686,-97.46526,20
HEART OTEXAS FEDERAL CU,2410 E BUSINESS 190,COPPERAS COVE,TX,76522,10,2730,31.117954,-97.873125,20
TEXAS PARTNERS,809 S MAIN ST,COPPERAS COVE,TX,76522,6,1638,31.11752,-97.90405,20
J W COOP LAWN SVC,2413 MEADOW LN,COPPERAS COVE,TX,76522,3,305,31.11711,-97.92694,12
EDUCATORS CREDIT UNION,201 E ROBERTSON AVE,COPPERAS COVE,TX,76522,4,1092,31.11974,-97.90201,20
COVENANT SAVINGS FEDERAL CU,811 M L KING JR DR # C,COPPERAS COVE,TX,76522,6,1638,31.119886,-97.879372,20
HEART O TX FEDERAL CU,2410 E BUSINESS 190,COPPERAS COVE,TX,76522,10,2730,31.117954,-97.873125,20
CAPITAL FARM CREDIT,2502 S STATE HIGHWAY 36,GATESVILLE,TX,76528,2,1530,31.430752,-97.728073,21
EDUCATORS CREDIT UNION,306 S LOVERS LN,GATESVILLE,TX,76528,3,819,31.43175,-97.72537,20
BLACKLAND COOPERATIVE GIN,100 W ASH ST,GRANGER,TX,76530,15,8779,30.715817,-97.445295,10
BRAZOS ELECTRIC CO-OP,FM RD 1241 S,HAMILTON,TX,76531,7,7133,31.696583,-98.130605,40
HAMILTON COUNTY ELEC CO-OP,420 N RICE ST,HAMILTON,TX,76531,60,6900,31.70676,-98.12274,40
SPECIAL EDUCATION CO-OP,21 E STATE HIGHWAY 22,HAMILTON,TX,76531,25,,31.699763,-98.10847,32
BELL COUNTY CO-OP EXCEPTIONAL,502 JOSEPHINE ST,HOLLAND,TX,76534,6,,30.872176,-97.356423,32
TEXAS PARTNERS FCU,714 S FORT HOOD ST,KILLEEN,TX,76541,5,1365,31.11314,-97.74467,20
BRAZOS ELECTRIC CO-OP,,KILLEEN,TX,76541,7,7133,31.1182,-97.729,40
TEXELL CREDIT UNION,2208 SUNNY LN,KILLEEN,TX,76541,7,1911,31.102818,-97.720741,20
HEART OTEXAS FEDERAL CU,1612 S FORT HOOD ST,KILLEEN,TX,76542,5,1365,31.0989,-97.75116,20
GREATER CENTRAL TX FED CU,3305 E ELMS RD,KILLEEN,TX,76542,10,2730,31.07571,-97.71719,20
BARTLETT ELECTRIC CO-OP,22773 FM 2484,KILLEEN,TX,76542,2,2038,31.004954,-97.751436,40
PENTAGON FEDERAL CREDIT UNION,322 BLDG,FORT HOOD,TX,76544,6,1638,31.132469,-97.775755,20
NAVY FEDERAL CREDIT UNION,201 E CENTRAL TEXAS EXPY # 690,HARKER HEIGHTS,TX,76548,11,3003,31.07154,-97.66807,20
TEXAS PARTNERS FEDERAL CU,1011 WALES DR,KILLEEN,TX,76549,65,17745,31.11319,-97.76426,20
PEDERNALES ELECTRIC CO-OP,158 COUNTY ROAD 4126,LAMPASAS,TX,76550,5,5095,31.058007,-98.139325,40
ROCKDALE FEDERAL CREDIT UNION,1821 W CAMERON AVE,ROCKDALE,TX,76567,24,6552,30.64593,-97.023568,20
TEXAS MUTUAL INSURANCE,330 COUNTY ROAD 448A,ROCKDALE,TX,76567,2,372,30.60708,-97.08915,22
B F M CO-OP,673 FM 1671,ROSEBUD,TX,76570,5,2115,31.019111,-97.065406,10
DESIGN COOPERATIVE,113 SALADO PLAZA DR,SALADO,TX,76571,5,929,30.955702,-97.532893,12
PLAINS COTTON CO-OP ASSN,1426 N MAIN ST # 105,TAYLOR,TX,76574,2,5488,30.579994,-97.410161,10
CAPITAL FARM CREDIT,2704 MEDICAL PKWY,TAYLOR,TX,76574,4,3060,30.590092,-97.417424,21
ROCKDALE FEDERAL CREDIT UNION,600 W US HIGHWAY 79,THORNDALE,TX,76577,3,819,30.636097,-97.1954,20
THORNDALE COOPERATIVE GIN CO,400 US HIGHWAY 79 E,THORNDALE,TX,76577,5,868,30.636097,-97.1954,10
THRALL COOPERATIVE GRAIN CO,200 E TAYLOR ST,THRALL,TX,76578,4,694,30.516985,-97.246634,10
AVALON COOPERATIVE GIN,123 W MAIN ST,AVALON,TX,76623,3,1755,32.204621,-96.791791,10
AVALON WATER SEWER CORP CO-OP,213 N FM 55,AVALON,TX,76623,20,5260,32.204621,-96.791791,42
FARMERS CO-OP GIN GRAIN,,BRANDON,TX,76628,3,8503,32.043475,-96.964204,10
FARMER COOPERATIVE GIN GRAIN,HIGHWAY 171,BYNUM,TX,76631,2,5668,31.970784,-97.00413,10
BRAZOS ELECTRIC CO-OP,306 COUNTY RD 3605,CLIFTON,TX,76634,4,743,31.786217,-97.572755,40
CAPITAL FARM CREDIT,702 W 5TH ST,CLIFTON,TX,76634,2,1530,31.78185,-97.577878,21
EDUCATORS CREDIT UNION,501 N HEWITT DR,HEWITT,TX,76643,4,1092,31.459796,-97.197836,20
FIRST CENTRAL CREDIT UNION,305 COKE AVE,HILLSBORO,TX,76645,5,1365,32.00665,-97.0982,20
HILLS COUNTY SPECIAL ED CO-OP,PO BOX 371,HILLSBORO,TX,76645,13,,32.013753,-97.126603,32
AG TEXAS FARM CREDIT SVC,218 E FRANKLIN ST,HILLSBORO,TX,76645,2,1530,32.01139,-97.12689,21
BRAZOS ELECTRIC CO-OP,203 S C R 2401,HILLSBORO,TX,76645,7,7133,32.013753,-97.126603,40
HILL COUNTY SCHOOLS CO-OP,203 N MAGNOLIA AVE,HUBBARD,TX,76648,13,,31.84669,-96.79609,32
BRAZOS ELECTRIC CO-OP,4164 FM 2749,KOSSE,TX,76653,7,7133,31.303336,-96.615302,40
ROCKET FEDERAL CREDIT UNION,905 W MCGREGOR DR,MC GREGOR,TX,76657,10,2730,31.442193,-97.415566,20
HEART OF TEXAS CO-OP,735 W 3RD ST,MC GREGOR,TX,76657,7,,31.438364,-97.409677,32
HEART OF TEXAS CO-OP,1111 JOHNSON DR,MC GREGOR,TX,76657,15,15285,31.421968,-97.414948,32
HEART-TEXAS ELECTRIC CO-OP,1111 JOHNSON DR,MC GREGOR,TX,76657,38,38722,31.421968,-97.414948,40
FARMERS CO-OP GIN TIRE SHOP,405 W LIVE OAK ST,MALONE,TX,76660,14,2653,31.917452,-96.892636,10
GERMANIA FARM MUTUAL INSURANCE,,MALONE,TX,76660,3,558,31.917452,-96.892636,22
FARMERS COOPERATIVE GIN,405 W LIVE OAK ST,MALONE,TX,76660,12,1176,31.917452,-96.892636,10
EDUCATORS CREDIT UNION,1210 LIVE OAK ST,MARLIN,TX,76661,2,546,31.306221,-96.879771,20
NAVASOTA VALLEY ELECTRIC CO-OP,117 N MAIN ST,MART,TX,76664,20,20380,31.541606,-96.835486,40
UNITED COOPERATIVE SVC,HIGHWAY 22,MERIDIAN,TX,76665,5,929,31.933251,-97.664146,40
UNITED COOPERATIVE SVC,7975 STATE HIGHWAY 22,MERIDIAN,TX,76665,7,1301,31.933251,-97.664146,40
CENTEX CITIZENS CREDIT UNION,931 TEHUACANA DR,MEXIA,TX,76667,17,4641,31.689186,-96.497175,20
MCLENNAN COUNTY ELEC CO-OP,1111 S JOHNSON DR,WHITNEY,TX,76692,7,7133,31.978165,-97.347862,40
TRIBUNE HERALD FCU,900 FRANKLIN AVE,WACO,TX,76701,1,273,31.55247,-97.13385,20
MC LENNAN COUNTY EMPLOYEE FCU,215 N 5TH ST # 224,WACO,TX,76701,3,819,31.55838,-97.13289,20
BRAZOS ELECTRIC POWER CO-OP,,WACO,TX,76701,29,29551,31.5524,-97.1383,40
HIGHWAY DIST 9 CREDIT UNION,2417 COLUMBUS AVE,WACO,TX,76701,2,546,31.54273,-97.15215,20
BRAZOS ELECTRIC POWER CO-OP,PO BOX 2585,WACO,TX,76702,3,721,31.516277,-97.199649,40
BRAZOS ELECTRIC POWER CO-OP,PO BOX 2585,WACO,TX,76702,3,721,31.516277,-97.199649,40
BRAZOS ELECTRIC POWER CO-OP,PO BOX 2585,WACO,TX,76702,3,721,31.516277,-97.199649,40
BRAZOS ELECTRIC POWER CO-OP,PO BOX 2585,WACO,TX,76702,3,721,31.516277,-97.199649,40
MEMBERS CHOICE-CENTRAL TX CU,845 S LACY DR,WACO,TX,76704,12,3276,31.5736,-97.1239,20
GENCO FEDERAL CREDIT UNION,1500 N LOOP 340,WACO,TX,76705,10,2730,31.605483,-97.11331,20
FIRST CENTRAL CREDIT UNION,3100 BELLMEAD DR,WACO,TX,76705,6,1638,31.59015,-97.10059,20
HEART O TEXAS FEDERAL CU,7412 MAEHR RD,WACO,TX,76705,4,1092,31.629128,-97.065094,20
MEMBERS CHOICE-CENTRAL TX CU,845 NEW DALLAS HWY,WACO,TX,76705,12,3276,31.603231,-97.112091,20
EDUCATORS CREDIT UNION,100 BOLLING DR,WACO,TX,76705,6,1638,31.64021,-97.090474,20
VA REGIONAL OFC CREDIT UNIION,701 CLAY AVE,WACO,TX,76706,3,819,31.55153,-97.12922,20
BRAZOS ELECTRIC POWER CO-OP,2404 LA SALLE AVE,WACO,TX,76706,3,721,31.52529,-97.12777,40
BRAZOS ELECTRIC POWER CO-OP,2404 LA SALLE AVE,WACO,TX,76706,3,721,31.52529,-97.12777,40
EDUCATORS CREDIT UNION,641 N ROBINSON DR,ROBINSON,TX,76706,4,1092,31.48624,-97.12096,20
1ST UNIVERSITY CREDIT UNION,605 S UNIVERSITY PARKS DR,WACO,TX,76706,8,2184,31.55525,-97.12315,20
VARO FEDERAL CREDIT UNION,701 CLAY AVE,WACO,TX,76706,5,1365,31.55153,-97.12922,20
WACO FEDERAL CREDIT UNION,826 N 3RD ST,WACO,TX,76707,10,2730,31.56372,-97.13677,20
TEXAS FARMERS TRAINING CO-OP,9600 ROCK CREEK RD,WACO,TX,76708,50,,31.64271,-97.20516,32
EDUCATORS CREDIT UNION,2400 LAKE SHORE DR,WACO,TX,76708,4,1092,31.58926,-97.18844,20
TEXAS FARM BUR MUTUAL INS CO,7420 FISH POND RD,WACO,TX,76710,4,744,31.52484,-97.21591,22
NORTHWESTERN MUTUAL FINANCIAL,7325 WESTOVER RD,WACO,TX,76710,3,558,31.53023,-97.21689,23
MEMBERS CHOICE-CENTRAL TEXAS,325 TOWNE OAKS DR,WACO,TX,76710,5,1365,31.52387,-97.17735,20
HOME STATE COUNTY MUTUAL INS,4315 LAKE SHORE DR # J,WACO,TX,76710,15,2790,31.564,-97.19431,22
EDUCATORS CREDIT UNION,501 W STATE HIGHWAY 6,WACO,TX,76710,69,18837,31.51712,-97.198052,20
FIRST CENTRAL CREDIT UNION,6201 SANGER AVE,WACO,TX,76710,16,4368,31.52225,-97.19476,20
GENCO FEDERAL CREDIT UNION,731 N VALLEY MILLS DR,WACO,TX,76710,32,8736,31.53022,-97.17799,20
GENCO FEDERAL CU-LORENA BR,230 FRONTAGE RD,WACO,TX,76710,5,1365,31.5342,-97.1885,20
GENCO FEDERAL CU-WOODWAY BR,409 CROSSROADS WEST CTR,WACO,TX,76710,5,1365,31.5342,-97.1885,20
LINKAGE CREDIT UNION,4527 SPEIGHT AVE,WACO,TX,76711,7,1911,31.51195,-97.15769,20
WACONIZED FEDERAL CREDIT UNION,5200 BEVERLY DR,WACO,TX,76711,3,819,31.51194,-97.16791,20
CAPITAL FARM CREDIT,7000 WOODWAY DR,WACO,TX,76712,7,5355,31.506814,-97.198613,21
C-T-WACO FEDERAL CREDIT UNION,7804 CENTRAL PARK DR,WACO,TX,76712,4,1092,31.4998,-97.20701,20
GENCO FEDERAL CREDIT UNION,8810 WOODWAY DR # 409,WOODWAY,TX,76712,6,1638,31.4982,-97.217194,20
FIRST CENTRAL CREDIT UNION,9101 CHAPEL RD,WACO,TX,76712,6,1638,31.48633,-97.21726,20
BRAZOS ELECTRIC CO-OP,7616 BAGBY AVE,WOODWAY,TX,76712,150,217000,31.472471,-97.179651,40
TEXAS FARM BUR MUTUAL INS CO,301 W LOOP 340,WOODWAY,TX,76712,3,558,31.509351,-97.185897,22
HEART O TEXAS FEDERAL CU,7500 WOODWAY DR,WOODWAY,TX,76712,17,4641,31.50389,-97.20295,20
TEXAS FARM BUR MUTUAL INS CO,9205 OAK CREEK DR,WOODWAY,TX,76712,5,930,31.49485,-97.22025,22
MID-TEX FEDERAL CREDIT UNION,3808 HIGHWAY 377 S,BROWNWOOD,TX,76801,11,3003,31.684476,-98.999749,20
CEN TEX MFG CREDIT UNION,4501 HIGHWAY 377 S,BROWNWOOD,TX,76801,4,1092,31.677135,-99.000499,20
FIRST CENTRAL CREDIT UNION,2101 FISK AVE,BROWNWOOD,TX,76801,5,1365,31.708063,-98.993994,20
MID TEX FCU,3808 HIGHWAY 377 S,BROWNWOOD,TX,76801,6,1638,31.684476,-98.999749,20
COMANCHE COUNTY ELECTRIC CO-OP,1801 COUNTY ROAD 338,EARLY,TX,76802,3,3057,31.77328,-98.94923,40
HEART LAND SPECIAL EDUC CO-OP,1080 EARLY BLVD,EARLY,TX,76802,43,,31.743944,-98.92787,32
CENTRAL TEXAS FARM CREDIT ACA,1038 EARLY BLVD,EARLY,TX,76802,4,3060,31.743944,-98.92787,21
FIRST COMMUNITY FEDERAL CU,121 N 8TH ST,BALLINGER,TX,76821,3,819,31.737729,-99.948557,20
COOPERATIVE FOR SPECIAL SVC,302 N 8TH ST,BALLINGER,TX,76821,5,929,31.740275,-99.950651,33
CENTRAL TEXAS FARM CREDIT ACA,203 S BLACKBURN ST,BRADY,TX,76825,3,2295,31.13376,-99.33386,21
CENTRAL TX FARM CREDIT A C A,,BRADY,TX,76825,3,795,31.122876,-99.33906,21
BRADY COOPERATIVE LOCKER PLANT,113 S ELM ST,BRADY,TX,76825,4,3705,31.13416,-99.33296,10
COLEMAN COUNTY CREDIT BUREAU,118 W PECAN ST # 512,COLEMAN,TX,76834,1,273,31.830172,-99.423262,20
COLEMAN COUNTY ELECTRIC CO-OP,3300 N HIGHWAY 84,COLEMAN,TX,76834,33,33627,31.858024,-99.430745,40
GERMANIA FARM MUTUAL INSURANCE,203 S COMMERCIAL AVE # A,COLEMAN,TX,76834,1,186,31.830052,-99.422944,22
CENTRAL TEXAS FARM CREDIT ACA,215 W ELM ST,COLEMAN,TX,76834,10,,31.828051,-99.424329,21
CAPITAL FARM CREDIT,1303 PARKER ST,GOLDTHWAITE,TX,76844,2,530,31.44889,-98.565465,21
CENTRAL TEXAS TELEPHONE CO-OP,1012 REILLEY ST,GOLDTHWAITE,TX,76844,5,,31.450824,-98.565031,41
KERR COUNTY FEDERAL CU,2200 MAIN ST,JUNCTION,TX,76849,4,1092,30.501046,-99.777888,20
PEDERNALES ELECTRIC CO-OP,702 MAIN ST,JUNCTION,TX,76849,17,17323,30.48947,-99.7675,40
MERETA COOPERATIVE GIN-LOHN,240 FM 504,LOHN,TX,76852,2,371,31.324098,-99.45429,10
CAPITAL FARM CREDIT,431 FORT MCKAVITT ST,MASON,TX,76856,6,4590,30.741945,-99.242665,21
CENTRAL TEXAS ELECTRIC CO-OP,983 N US HIGHWAY 87,MASON,TX,76856,15,15285,30.570965,-99.014874,40
CADITAL FARM CREDIT,431 FORT MCKAVITT ST,MASON,TX,76856,2,1530,30.741945,-99.242665,21
MENARD SPECIAL EDUCATION CO-OP,351 AG RD,MENARD,TX,76859,17,,30.907187,-99.789728,32
GERMANIA FARM MUTUAL INSURANCE,16109 US HIGHWAY 67,MILES,TX,76861,2,372,31.611692,-100.138365,22
MILES COOPERATIVE GIN CO,1201 HIGHWAY 1692,MILES,TX,76861,8,4682,31.590682,-100.188001,10
CAPITAL FARM CREDIT,206 S HIGH ST,SAN SABA,TX,76877,6,4590,31.194341,-98.718586,21
CENTRAL TEXAS TELEPHONE CO-OP,208 E BROWN ST,SAN SABA,TX,76877,5,1855,31.19647,-98.719694,41
COLEMAN COUNTY TELEPHONE CO-OP,215 N 2ND ST,SANTA ANNA,TX,76878,17,,31.742428,-99.323171,41
COLEMAN COUNTY TELEPHONE CO-OP,310 S 8TH ST,SANTA ANNA,TX,76878,6,,31.729627,-99.32324,41
CONCHO EDUCATORS FED,1939 SHERWOOD WAY,SAN ANGELO,TX,76901,7,1911,31.453,-100.462815,20
THREE RIVERS CO-OP SCHOOL,8203 US HIGHWAY 87 N,SAN ANGELO,TX,76901,3,,31.560392,-100.550494,32
CENTRAL TEXAS FARM CREDIT ACA,1021 S KOENIGHEIM ST,SAN ANGELO,TX,76903,4,3060,31.451376,-100.440676,21
CONCHO VALLEY GOV EMPLOYEE CU,1002 S ABE ST,SAN ANGELO,TX,76903,6,1638,31.45097,-100.442032,20
SAN ANGELO FEDERAL CU,235 W 1ST ST,SAN ANGELO,TX,76903,12,3276,31.46397,-100.44196,20
QUALITY TRUST FEDERAL CREDIT,34 S MAIN ST,SAN ANGELO,TX,76903,3,819,31.4643,-100.43165,20
CONCHO EDUCATORS FEDERAL CU,2239 N BRYANT BLVD,SAN ANGELO,TX,76903,6,1638,31.47974,-100.45664,20
1ST COMMUNITY FEDERAL CU,620 W 29TH ST,SAN ANGELO,TX,76903,5,1365,31.48545,-100.46169,20
CONCHO EDUCATORS FEDERAL CU,3215 LOOP 306,SAN ANGELO,TX,76904,5,1365,31.421128,-100.488645,20
QUALTRUST FEDERAL CREDIT UNION,2601 LOOP 306,SAN ANGELO,TX,76904,23,6279,31.417285,-100.477519,20
TRANS TEXAS SW CREDIT UNION,3401 LOOP 306,SAN ANGELO,TX,76904,15,4095,31.421789,-100.490629,20
